Organization Code,Orgnazation Name,Student Pct Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,Female Graduation Rate,Male Graduation Rate,Pupil/Teacher Ratio,Teacher Pct Minority,Teacher Count,Total FTE,Average Salary,Female AP Enrollment,Male AP Enrollment,Total AP Enrollment
30,ADAMS COUNTY 14,0.8759999999999999,15,0.8540000000000001,7003,0.642,0.747,0.5539999999999999,20.438461538461542,0.2233502538071066,394,387.86,52461.61,197,108,305
50,BENNETT 29J,0.253,15,0.303,1036,0.773,0.88,0.7070000000000001,19.313333333333336,0.07272727272727275,55,54.89,38883.72,0,0,0
60,STRASBURG 31J,0.17800000000000002,15,0.22699999999999998,960,0.87,0.878,0.863,16.259999999999998,0.0,58,54.15,42701.05,239,205,444
70,WESTMINSTER 50,0.846,15,0.8320000000000001,8977,0.594,0.6890000000000001,0.501,19.57368421052632,0.19477911646586343,498,493.1,59040.02,0,0,0
100,ALAMOSA RE-11J,0.6920000000000001,15,0.6459999999999999,2237,0.746,0.8,0.701,22.54,0.373015873015873,126,124.81,47571.9,94,43,137
110,SANGRE DE CRISTO RE-22J,0.33899999999999997,15,0.56,291,0.9570000000000001,0.917,1.0,11.719999999999999,0.15384615384615385,26,26.49,36887.92,3,7,10
120,ENGLEWOOD 1,0.49700000000000005,15,0.584,2640,0.469,0.5379999999999999,0.406,19.78555555555555,0.03141361256544506,191,180.74,52439.25,49,37,86
123,SHERIDAN 2,0.865,15,0.9009999999999999,1377,0.759,0.8640000000000001,0.688,18.509999999999998,0.12871287128712872,101,95.25,50503.29,0,0,0
130,CHERRY CREEK 5,0.457,15,0.29600000000000004,52919,0.872,0.902,0.843,20.22921875,0.12073324905183314,3164,3043.82,67939.69,5811,4659,10470
140,LITTLETON 6,0.265,15,0.18,15096,0.875,0.9129999999999999,0.833,24.44652173913043,0.06235827664399096,882,843.48,64738.93,1233,1152,2385
170,DEER TRAIL 26J,0.23800000000000002,15,0.479,167,1.0,1.0,1.0,15.905,0.0,14,12.04,38763.34,0,0,0
180,ADAMS-ARAPAHOE 28J,0.823,15,0.66,40429,0.59,0.634,0.551,21.931355932203395,0.16260162601626016,2337,2288.12,54230.2,712,602,1314
190,BYERS 32J,0.591,15,0.415,2994,0.7909999999999999,0.804,0.782,92.27714285714288,0.0449438202247191,89,72.4,38767.04,0,0,0
220,ARCHULETA COUNTY 50 JT,0.389,15,0.519,1372,0.92,0.976,0.8809999999999999,16.273333333333337,0.09302325581395354,86,84.14,43407.47,0,0,0
230,WALSH RE-1,0.188,15,0.5920000000000001,142,0.917,1.0,0.875,13.530000000000001,0.0,13,13.11,37643.15,0,0,0
240,PRITCHETT RE-3,0.1,15,0.574,47,1.0,0.0,1.0,5.010000000000001,0.0,11,10.13,24921.81,0,0,0
250,SPRINGFIELD RE-4,0.20199999999999999,15,0.685,260,0.897,0.857,0.9329999999999999,9.504999999999999,0.16000000000000003,25,32.33,28832.27,0,0,0
260,VILAS RE-5,0.289,15,0.784,51,0.111,0.25,0.0,6.69,0.2222222222222222,9,7.88,32674.29,0,0,0
270,CAMPO RE-6,0.135,15,0.71,31,0.857,1.0,0.667,3.925,0.0,11,9.65,34165.03,0,0,0
290,LAS ANIMAS RE-1,0.473,15,0.7929999999999999,497,0.861,0.895,0.8240000000000001,19.682499999999997,0.24242424242424243,33,31.73,36609.27,0,0,0
310,MC CLAVE RE-2,0.019,15,0.531,239,1.0,1.0,1.0,12.33,0.04166666666666663,24,21.23,34348.23,0,0,0
470,ST VRAIN VALLEY RE 1J,0.359,15,0.319,30379,0.818,0.87,0.767,23.397254901960785,0.07204116638078906,1749,1704.88,52941.08,0,0,0
480,BOULDER VALLEY RE 2,0.309,15,0.217,30331,0.9229999999999999,0.951,0.895,19.380701754385967,0.1159978009895547,1819,1679.73,71574.2,3266,2706,5972
490,BUENA VISTA R-31,0.168,15,0.401,934,0.7809999999999999,0.9129999999999999,0.66,13.4125,0.04477611940298509,67,61.57,45685.51,4,0,4
500,SALIDA R-32,0.195,15,0.38299999999999995,1134,0.75,0.7759999999999999,0.7140000000000001,13.635,0.07499999999999996,80,78.58,41080.61,64,39,103
510,KIT CARSON R-1,0.172,15,0.539,128,0.8,1.0,0.0,8.129999999999999,0.0625,16,15.75,36602.13,0,0,0
520,CHEYENNE COUNTY RE-5,0.18,15,0.5670000000000001,171,0.846,1.0,0.7140000000000001,9.844999999999999,0.052631578947368474,19,18.47,36841.22,0,0,0
540,CLEAR CREEK RE-1,0.153,15,0.22899999999999998,820,0.6890000000000001,0.7140000000000001,0.667,13.629999999999999,0.02941176470588236,68,66.0,43230.84,11,3,14
550,NORTH CONEJOS RE-1J,0.58,15,0.687,977,0.833,0.821,0.846,14.35,0.3013698630136986,73,72.37,41140.85,1,0,1
560,SANFORD 6J,0.331,15,0.56,352,1.0,1.0,1.0,13.865,0.14814814814814814,27,26.37,41084.51,11,8,19
580,SOUTH CONEJOS RE-10,0.9309999999999999,15,0.9309999999999999,216,0.889,0.833,0.917,9.93,0.7142857142857143,21,20.85,37947.62,0,0,0
640,CENTENNIAL R-1,0.9079999999999999,15,0.85,213,0.769,0.8,0.75,11.5,0.5,20,19.81,36613.69,0,0,0
740,SIERRA GRANDE R-30,0.748,15,0.862,290,0.941,1.0,0.9,13.9,0.6363636363636364,22,20.83,39184.77,0,0,0
770,CROWLEY COUNTY RE-1-J,0.447,15,0.7170000000000001,445,0.848,0.909,0.818,15.323333333333332,0.06896551724137934,29,29.95,35064.84,0,0,0
860,CUSTER COUNTY SCHOOL DISTRICT C-1,0.064,15,0.507,365,0.727,0.7859999999999999,0.684,12.056666666666667,0.0,33,32.09,36633.67,32,7,39
870,DELTA COUNTY 50(J),0.26,15,0.561,4704,0.825,0.879,0.7829999999999999,23.360588235294113,0.06397306397306401,297,284.48,41348.31,437,342,779
880,DENVER COUNTY 1,0.773,15,0.691,85239,0.648,0.713,0.585,15.154670050761423,0.25033579583613164,5956,6009.29,50247.36,4765,3646,8411
890,DOLORES COUNTY RE NO.2,0.092,15,0.523,262,0.813,0.857,0.778,11.336666666666666,0.0,23,22.02,38218.86,0,0,0
900,DOUGLAS COUNTY RE 1,0.245,15,0.122,65033,0.9,0.9209999999999999,0.879,20.838295454545456,0.04574223245109321,3476,3362.11,51274.18,4942,3785,8727
910,EAGLE COUNTY RE 50,0.556,15,0.41100000000000003,6559,0.815,0.835,0.797,15.252777777777778,0.08552631578947367,456,439.08,49060.76,560,390,950
920,ELIZABETH C-1,0.13699999999999998,15,0.18,2352,0.8759999999999999,0.9470000000000001,0.8240000000000001,48.25125,0.03797468354430378,158,146.75,38419.24,60,35,95
930,KIOWA C-2,0.15,15,0.368,266,0.963,1.0,0.9229999999999999,13.666666666666666,0.0,21,21.16,33715.33,20,13,33
940,BIG SANDY 100J,0.16,15,0.435,276,0.8,0.9,0.733,11.24,0.03448275862068961,29,26.18,39278.37,0,0,0
950,ELBERT 200,0.094,15,0.32,197,0.9129999999999999,0.889,0.929,10.33,0.09090909090909094,22,20.4,39477.79,0,0,0
960,AGATE 300,0.33299999999999996,15,1.0,3,0.0,0.0,0.0,1.01,0.0,3,2.97,24699.07,0,0,0
970,CALHAN RJ-1,0.235,15,0.44299999999999995,436,0.848,0.882,0.813,15.486666666666666,0.06451612903225812,31,28.73,47444.21,15,16,31
980,HARRISON 2,0.736,15,0.69,11777,0.8079999999999999,0.865,0.746,17.511200000000002,0.15000000000000002,740,732.65,42248.88,289,208,497
990,WIDEFIELD 3,0.496,15,0.503,9008,0.779,0.8390000000000001,0.72,17.410625000000003,0.12570356472795496,533,526.1,44918.99,322,230,552
1000,FOUNTAIN 8,0.511,15,0.508,7680,0.8190000000000001,0.845,0.7929999999999999,16.244615384615386,0.15264187866927592,511,506.16,48090.47,339,265,604
1010,COLORADO SPRINGS 11,0.478,15,0.589,27281,0.685,0.7440000000000001,0.631,16.534642857142856,0.13649851632047483,1685,1641.57,48023.75,983,852,1835
1020,CHEYENNE MOUNTAIN 12,0.282,15,0.141,4965,0.9570000000000001,0.98,0.93,15.79909090909091,0.05128205128205132,351,350.82,44267.55,619,546,1165
1030,MANITOU SPRINGS 14,0.162,15,0.258,1451,0.843,0.882,0.8140000000000001,14.3375,0.019607843137254943,102,101.4,41284.34,0,0,0
1040,ACADEMY 20,0.267,15,0.135,24707,0.902,0.92,0.885,16.69861111111111,0.09514687100893993,1566,1484.28,47511.75,2004,1623,3627
1050,ELLICOTT 22,0.381,15,0.6970000000000001,960,0.895,0.929,0.862,13.37,0.09333333333333338,75,75.24,39813.88,0,0,0
1060,PEYTON 23 JT,0.209,15,0.299,639,0.8640000000000001,0.9570000000000001,0.8140000000000001,16.335,0.023255813953488413,43,42.43,39412.78,0,0,0
1070,HANOVER 28,0.321,15,0.7759999999999999,241,0.833,0.875,0.75,12.645,0.0,20,20.15,38895.84,2,0,2
1080,LEWIS-PALMER 38,0.185,15,0.115,6106,0.9570000000000001,0.9490000000000001,0.963,17.246666666666666,0.06382978723404253,376,353.36,45929.44,768,688,1456
1110,FALCON 49,0.40299999999999997,15,0.349,20269,0.57,0.591,0.5489999999999999,21.452272727272724,0.08817204301075265,930,932.57,42534.44,528,357,885
1120,EDISON 54 JT,0.111,15,0.36700000000000005,207,0.5479999999999999,0.4,0.688,5.04,0.0,12,12.1,37534.14,0,0,0
1130,MIAMI/YODER 60 JT,0.268,15,0.652,264,0.882,1.0,0.778,13.885,0.04761904761904767,21,20.86,35689.14,0,0,0
1140,CANON CITY RE-1,0.188,15,0.569,3672,0.752,0.795,0.7040000000000001,21.407777777777778,0.03404255319148941,235,227.23,46679.47,0,0,0
1150,FREMONT RE-2,0.218,15,0.563,1306,0.711,0.758,0.6609999999999999,13.9725,0.07291666666666663,96,94.83,41396.11,0,0,0
1160,COTOPAXI RE-3,0.113,15,0.48700000000000004,189,0.9,1.0,0.75,10.43,0.0,20,19.94,39083.05,0,0,0
1180,ROARING FORK RE-1,0.578,15,0.40299999999999997,5407,0.8220000000000001,0.897,0.7609999999999999,14.512500000000001,0.06648199445983383,361,347.2,49497.36,265,176,441
1195,GARFIELD RE-2,0.474,15,0.5379999999999999,4677,0.83,0.9009999999999999,0.7559999999999999,16.895,0.03759398496240607,266,261.51,43584.59,62,50,112
1220,GARFIELD 16,0.39799999999999996,15,0.578,1037,0.72,0.821,0.66,17.895,0.016129032258064502,62,61.34,46103.08,191,215,406
1330,GILPIN COUNTY RE-1,0.212,15,0.28,415,0.833,0.889,0.778,13.405000000000001,0.08571428571428574,35,34.59,42603.78,19,22,41
1350,EAST GRAND 2,0.17800000000000002,15,0.34,1243,0.895,0.909,0.8809999999999999,12.254000000000001,0.0,102,97.53,45708.87,102,59,161
1360,GUNNISON WATERSHED RE1J,0.191,15,0.265,1910,0.899,0.857,0.9329999999999999,21.75857142857143,0.01526717557251911,131,126.57,45779.31,0,0,0
1380,HINSDALE COUNTY RE 1,0.11,15,0.316,95,0.667,0.0,0.667,7.7,0.08333333333333337,12,13.92,35318.82,0,0,0
1390,HUERFANO RE-1,0.677,15,0.7659999999999999,516,0.87,0.938,0.7140000000000001,13.43,0.17948717948717952,39,39.48,33639.65,0,0,0
1400,LA VETA RE-2,0.27899999999999997,15,0.652,210,1.0,1.0,1.0,10.225,0.13043478260869568,23,21.77,38449.13,0,0,0
1420,JEFFERSON COUNTY R-1,0.33,15,0.313,83760,0.8290000000000001,0.856,0.804,20.24159509202454,0.09530583214793742,4921,4787.25,54922.87,6259,5041,11300
1430,EADS RE-1,0.129,15,0.405,153,1.0,1.0,1.0,9.886666666666668,0.0,20,18.08,35880.23,0,0,0
1440,PLAINVIEW RE-2,0.145,15,0.561,57,1.0,0.0,1.0,5.965,0.0,10,10.42,31235.25,0,0,0
1450,ARRIBA-FLAGLER C-20,0.125,15,0.509,161,0.8,0.667,1.0,10.72,0.0,18,17.17,38173.86,0,0,0
1460,HI-PLAINS R-23,0.244,15,0.633,109,0.889,1.0,0.667,7.29,0.0,17,16.87,35282.25,0,0,0
1480,STRATTON R-4,0.221,15,0.555,182,0.857,0.0,1.0,10.446666666666667,0.0,19,18.89,31399.98,0,0,0
1490,BETHUNE R-5,0.389,15,0.7240000000000001,105,1.0,1.0,1.0,7.91,0.11111111111111116,18,14.28,38514.78,0,0,0
1500,BURLINGTON RE-6J,0.442,15,0.629,711,0.825,0.826,0.8240000000000001,15.086666666666666,0.07843137254901966,51,50.8,34623.47,0,0,0
1510,LAKE COUNTY R-1,0.716,15,0.7440000000000001,968,0.718,0.795,0.625,39.2125,0.07407407407407407,54,53.31,37892.05,0,0,0
1520,DURANGO 9-R,0.28600000000000003,15,0.305,4537,0.7879999999999999,0.846,0.735,30.49,0.07189542483660127,306,291.89,48974.67,202,212,414
1530,BAYFIELD 10 JT-R,0.215,15,0.292,1318,0.777,0.7559999999999999,0.7959999999999999,14.493333333333332,0.021276595744680882,94,91.85,46092.55,33,29,62
1540,IGNACIO 11 JT,0.68,15,0.5660000000000001,857,0.698,0.769,0.63,12.756666666666668,0.17910447761194026,67,65.61,40062.87,0,0,0
1550,POUDRE R-1,0.265,15,0.312,28704,0.7859999999999999,0.81,0.762,17.389423076923073,0.0714285714285714,1820,1714.65,53383.59,2080,1943,4023
1560,THOMPSON R2-J,0.255,15,0.36,15484,0.775,0.8270000000000001,0.7290000000000001,17.55848484848485,0.050000000000000044,920,868.4,48748.07,1124,917,2041
1570,ESTES PARK R-3,0.289,15,0.361,1106,0.902,0.971,0.851,21.56,0.0888888888888889,90,81.47,46690.86,47,42,89
1580,TRINIDAD 1,0.7829999999999999,15,0.7390000000000001,1040,0.81,0.792,0.8240000000000001,18.9775,0.4363636363636364,55,55.23,45328.57,0,0,0
1590,PRIMERO REORGANIZED 2,0.488,15,0.508,191,0.875,0.0,0.875,11.165,0.42105263157894735,19,17.83,40647.94,0,0,0
1600,HOEHNE REORGANIZED 3,0.54,15,0.426,359,0.889,0.882,0.9,16.83,0.0,25,21.33,48644.68,0,0,0
1620,AGUILAR REORGANIZED 6,0.605,15,0.7979999999999999,109,0.5710000000000001,0.667,0.5,10.575,0.0,13,13.25,37428.24,0,0,0
1750,BRANSON REORGANIZED 82,0.261,15,0.253,463,0.706,0.7390000000000001,0.636,12.89,0.0,30,29.89,38999.86,0,0,0
1760,KIM REORGANIZED 88,0.122,15,0.6,45,1.0,1.0,1.0,5.445,0.0,11,9.73,28477.99,0,0,0
1780,GENOA-HUGO C113,0.08900000000000001,15,0.48100000000000004,160,0.818,0.833,0.8,9.62,0.0,18,18.72,36546.4,0,0,0
1790,LIMON RE-4J,0.196,15,0.375,491,0.9059999999999999,1.0,0.8240000000000001,15.36,0.0,33,32.13,35917.16,0,0,0
1810,KARVAL RE-23,0.047,15,0.419,43,0.1,0.2,0.0,5.21,1.0,9,8.17,33804.46,1,2,3
1828,VALLEY RE-1,0.29600000000000004,15,0.523,2120,0.7070000000000001,0.722,0.69,72.49571428571429,0.045454545454545414,154,147.62,39346.35,0,0,0
1850,FRENCHMAN RE-3,0.122,15,0.419,191,0.9440000000000001,1.0,0.667,10.649999999999999,0.0,19,19.23,39255.99,0,0,0
1860,BUFFALO RE-4J,0.12300000000000001,15,0.314,309,0.773,0.667,0.813,14.239999999999998,0.0,22,21.81,41987.86,0,0,0
1870,PLATEAU RE-5,0.057999999999999996,15,0.316,158,0.938,1.0,0.875,9.345,0.05555555555555558,18,18.58,38012.51,0,0,0
1980,DE BEQUE 49JT,0.121,15,0.426,136,0.6,0.0,0.75,8.48,0.0,18,17.3,43079.73,0,0,0
1990,PLATEAU VALLEY 50,0.19899999999999998,15,0.28300000000000003,431,0.187,0.138,0.205,16.805,0.032258064516129004,31,31.23,42053.54,5,10,15
2000,MESA COUNTY VALLEY 51,0.294,15,0.49200000000000005,21207,0.797,0.8190000000000001,0.7759999999999999,17.964545454545455,0.07733131159969675,1319,1276.32,48269.11,1455,1212,2667
2010,CREEDE SCHOOL DISTRICT,0.131,15,0.631,84,1.0,1.0,1.0,7.69,0.09090909090909094,11,10.92,40145.86,0,0,0
2020,MOFFAT COUNTY RE:NO 1,0.27399999999999997,15,0.42,2053,0.8109999999999999,0.902,0.721,17.23375,0.030303030303030276,132,129.53,45480.11,87,78,165
2035,MONTEZUMA-CORTEZ RE-1,0.5,15,0.573,2677,0.675,0.688,0.66,24.669,0.07006369426751591,157,156.06,37561.03,36,24,60
2055,DOLORES RE-4A,0.22399999999999998,15,0.45,725,0.789,0.852,0.733,13.263333333333334,0.054545454545454564,55,53.6,39462.4,0,0,0
2070,MANCOS RE-6,0.29600000000000004,15,0.585,458,0.885,0.9229999999999999,0.846,13.395000000000001,0.05555555555555558,36,36.45,35447.46,0,0,0
2180,MONTROSE COUNTY RE-1J,0.43,15,0.504,5888,0.795,0.825,0.762,18.88266666666667,0.02209944751381221,362,354.14,46418.59,115,52,167
2190,WEST END RE-2,0.129,15,0.638,254,0.722,0.909,0.429,12.0,0.040000000000000036,25,23.39,38677.83,0,0,0
2395,BRUSH RE-2(J),0.515,15,0.601,1404,0.8740000000000001,0.857,0.8909999999999999,16.082500000000003,0.13978494623655913,93,91.32,38347.29,18,12,30
2405,FORT MORGAN RE-3,0.6709999999999999,15,0.695,2937,0.6779999999999999,0.736,0.612,14.853750000000002,0.06896551724137934,203,200.17,41266.97,10,19,29
2505,WELDON VALLEY RE-20(J),0.166,15,0.35600000000000004,216,1.0,1.0,1.0,13.643333333333333,0.11764705882352944,17,17.11,35175.67,0,0,0
2515,WIGGINS RE-50(J),0.29,15,0.45799999999999996,513,0.862,0.9329999999999999,0.7859999999999999,15.133333333333333,0.05555555555555558,36,36.71,38625.79,0,0,0
2520,EAST OTERO R-1,0.7070000000000001,15,0.767,1290,0.752,0.833,0.6890000000000001,16.46666666666667,0.1578947368421053,76,76.27,38316.03,9,2,11
2530,ROCKY FORD R-2,0.762,15,0.7959999999999999,790,0.7140000000000001,0.615,0.773,13.956666666666669,0.2542372881355932,59,58.57,36353.93,0,0,0
2535,MANZANOLA 3J,0.639,15,0.695,131,0.917,1.0,0.8,7.835000000000001,0.11111111111111116,18,16.97,37742.23,0,0,0
2540,FOWLER R-4J,0.248,15,0.5760000000000001,387,0.909,1.0,0.867,9.590000000000002,0.1428571428571429,35,41.78,30356.61,0,0,0
2560,CHERAW 31,0.272,15,0.662,198,1.0,1.0,1.0,10.8,0.052631578947368474,19,19.67,35960.32,0,0,0
2570,SWINK 33,0.268,15,0.444,381,1.0,1.0,1.0,13.855,0.0714285714285714,28,27.34,38561.08,0,0,0
2580,OURAY R-1,0.128,15,0.341,167,0.8,0.875,0.7140000000000001,7.363333333333333,0.0,27,25.66,45805.44,0,0,0
2590,RIDGWAY R-2,0.129,15,0.262,328,0.897,0.938,0.846,11.346666666666666,0.0625,32,30.64,44698.31,3,0,3
2600,PLATTE CANYON 1,0.183,15,0.307,977,0.738,0.792,0.7070000000000001,16.44333333333333,0.06060606060606055,66,63.35,43254.89,21,27,48
2610,PARK COUNTY RE-2,0.17800000000000002,15,0.478,544,0.882,0.882,0.882,13.886000000000001,0.045454545454545414,44,41.07,39397.55,3,5,8
2620,HOLYOKE RE-1J,0.48,15,0.45799999999999996,594,0.889,0.818,0.9570000000000001,11.536666666666667,0.06666666666666665,45,44.93,38279.05,5,4,9
2630,HAXTUN RE-2J,0.122,15,0.36200000000000004,293,0.966,0.9440000000000001,1.0,12.559999999999999,0.0,26,25.58,38552.06,0,0,0
2640,ASPEN 1,0.157,15,0.043,1671,0.956,1.0,0.914,20.358,0.013986013986013957,143,136.97,56776.36,17,20,37
2650,GRANADA RE-1,0.706,15,0.595,195,0.857,0.889,0.833,11.18,0.19047619047619047,21,19.23,38565.54,0,0,0
2660,LAMAR RE-2,0.589,15,0.6579999999999999,1453,0.7070000000000001,0.732,0.69,17.203333333333333,0.14018691588785048,107,104.71,40386.27,1,0,1
2670,HOLLY RE-3,0.59,15,0.7290000000000001,269,0.9440000000000001,1.0,0.909,12.549999999999999,0.04166666666666663,24,23.89,35777.46,0,0,0
2680,WILEY RE-13 JT,0.263,15,0.502,245,0.733,0.857,0.625,11.325,0.08695652173913049,23,23.19,33105.8,63,43,106
2690,PUEBLO CITY 60,0.7490000000000001,15,0.685,16772,0.713,0.769,0.657,17.507878787878788,0.30126336248785224,1029,1039.47,45459.08,300,158,458
2700,PUEBLO COUNTY 70,0.41200000000000003,15,0.446,9299,0.821,0.8490000000000001,0.7979999999999999,19.71625,0.1838383838383838,495,485.78,46781.74,348,278,626
2710,MEEKER RE1,0.16,15,0.34299999999999997,645,0.8809999999999999,0.9520000000000001,0.81,16.30666666666667,0.0,40,39.07,46503.81,0,0,0
2720,RANGELY RE-4,0.114,15,0.353,504,0.848,0.75,0.905,14.635000000000002,0.0,35,34.18,37905.55,0,0,0
2730,DEL NORTE C-7,0.613,15,0.643,426,0.767,0.733,0.8,11.466666666666667,0.2571428571428571,35,37.07,37490.96,0,0,0
2740,MONTE VISTA C-8,0.725,15,0.713,1140,0.758,0.784,0.727,16.763333333333332,0.35064935064935066,77,77.61,38668.35,57,54,111
2750,SARGENT RE-33J,0.273,15,0.365,406,0.9,0.8240000000000001,1.0,13.393333333333333,0.03125,32,30.77,36769.7,4,8,12
2760,HAYDEN RE-1,0.129,15,0.389,370,0.9390000000000001,1.0,0.889,11.143333333333333,0.0,37,36.55,47377.71,0,0,0
2770,STEAMBOAT SPRINGS RE-2,0.16,15,0.19,2516,0.895,0.924,0.871,14.944285714285714,0.005649717514124242,177,171.64,52915.34,162,171,333
2780,SOUTH ROUTT RE 3,0.075,15,0.429,326,0.862,0.938,0.769,10.066666666666668,0.0,33,32.51,41183.33,2,2,4
2790,MOUNTAIN VALLEY RE 1,0.306,15,0.655,119,0.556,0.4,0.75,8.520000000000001,0.23529411764705888,17,17.23,30022.58,0,0,0
2800,MOFFAT 2,0.21,15,0.8390000000000001,192,0.7859999999999999,1.0,0.625,8.4,0.0,20,22.41,30223.1,0,0,0
2810,CENTER 26 JT,0.9179999999999999,15,0.92,602,0.764,0.8059999999999999,0.708,15.279999999999998,0.39583333333333337,48,47.59,37771.11,0,0,0
2820,SILVERTON 1,0.324,15,0.6409999999999999,64,0.0,0.0,0.0,5.78,0.0,12,12.15,38374.97,0,0,0
2830,TELLURIDE R-1,0.213,15,0.248,895,0.868,0.897,0.833,12.770000000000001,0.05128205128205132,78,73.3,55856.28,117,124,241
2840,NORWOOD R-2J,0.11199999999999999,15,0.5710000000000001,245,0.958,1.0,0.909,11.55,0.04166666666666663,24,22.73,42448.26,0,0,0
2862,JULESBURG RE-1,0.28800000000000003,15,0.54,628,0.397,0.433,0.35600000000000004,16.906666666666666,0.0,39,36.5,42650.33,0,0,0
3000,SUMMIT RE-1,0.391,15,0.371,3346,0.941,0.9490000000000001,0.934,15.029999999999998,0.06334841628959276,221,199.54,55711.54,58,27,85
3010,CRIPPLE CREEK-VICTOR RE-1,0.151,15,0.64,325,0.643,0.769,0.5329999999999999,13.55,0.0357142857142857,28,27.15,38179.58,11,3,14
3020,WOODLAND PARK RE-2,0.15,15,0.317,2396,0.79,0.856,0.7170000000000001,16.928000000000004,0.013698630136986356,146,147.78,41995.46,103,95,198
3030,AKRON R-1,0.245,15,0.528,335,0.96,1.0,0.857,9.66,0.03448275862068961,29,35.12,30992.38,0,0,0
3040,ARICKAREE R-2,0.282,15,0.541,98,1.0,1.0,1.0,7.075,0.0625,16,14.56,34947.55,0,0,0
3050,OTIS R-3,0.11699999999999999,15,0.565,223,0.8,0.8,0.8,9.64,0.0,22,24.85,27813.96,0,0,0
3060,LONE STAR 101,0.01,15,0.41700000000000004,103,0.75,1.0,0.625,6.3933333333333335,0.0,17,17.84,28469.84,0,0,0
3070,WOODLIN R-104,0.136,15,0.5,96,0.667,1.0,0.0,9.675,0.0,13,11.49,27901.05,0,0,0
3080,WELD COUNTY RE-1,0.584,15,0.5820000000000001,1870,0.84,0.927,0.733,14.843333333333334,0.125,136,135.65,46176.17,0,0,0
3085,EATON RE-2,0.268,15,0.361,1918,0.9570000000000001,1.0,0.912,16.476,0.03361344537815125,119,115.78,46172.54,0,0,0
3100,WINDSOR RE-4,0.188,15,0.158,5368,0.894,0.9179999999999999,0.87,17.778,0.03703703703703709,324,311.88,48172.18,247,163,410
3110,JOHNSTOWN-MILLIKEN RE-5J,0.32799999999999996,15,0.292,3653,0.82,0.878,0.765,19.643333333333334,0.10204081632653061,196,192.64,50605.44,40,24,64
3120,GREELEY 6,0.659,15,0.66,21499,0.769,0.815,0.723,18.701290322580647,0.13025889967637538,1236,1208.65,48026.41,614,517,1131
3130,PLATTE VALLEY RE-7,0.36,15,0.452,1110,0.945,0.978,0.9129999999999999,13.76,0.012195121951219523,82,80.75,47595.68,0,0,0
3140,WELD COUNTY S/D RE-8,0.7490000000000001,15,0.736,2178,0.799,0.789,0.8079999999999999,16.348000000000003,0.19594594594594594,148,143.9,46556.21,0,0,0
3145,AULT-HIGHLAND RE-9,0.36,15,0.45,829,0.857,0.958,0.76,14.07,0.048387096774193505,62,59.83,39934.92,36,19,55
3146,BRIGGSDALE RE-10,0.11,15,0.342,161,0.9229999999999999,0.9,1.0,9.555,0.0,18,18.09,39557.91,0,0,0
3147,PRAIRIE RE-11,0.068,15,0.249,193,1.0,1.0,1.0,13.829999999999998,0.05555555555555558,18,15.04,43190.65,0,0,0
3148,PAWNEE RE-12,0.138,15,0.429,84,1.0,1.0,1.0,4.53,0.0,16,19.23,30386.79,0,0,0
